Time (Million Years),Number of Trapped Electrons
23.920239202392022,321153324108.50385
23.960239602396022,321568649355.01605
24.000240002400023,321983632339.2171
24.040240402404024,322398273343.1563
24.080240802408024,322812572648.65045
24.120241202412025,323226530537.2839
24.160241602416026,323640147290.4089
24.200242002420023,324053423189.1457
24.240242402424023,324466358514.3828
24.280242802428024,324878953546.7771
24.320243202432025,325291208566.75397
24.360243602436025,325703123854.5077
24.400244002440026,326114699690.00134
24.440244402444023,326525936352.9673
24.480244802448023,326936834122.9073
24.520245202452024,327347393279.0924
24.560245602456025,327757614100.56354
24.600246002460025,328167496866.1316
24.640246402464026,328577041854.37726
24.680246802468027,328986249342.9128
24.720247202472024,329395119611.52606
24.760247602476024,329803652937.30273
24.800248002480025,330211849597.9122
24.840248402484026,330619709870.7949
24.880248802488026,331027234033.16296
24.920249202492027,331434422361.99976
24.960249602496027,331841275134.0604
25.000250002500024,332247792625.8721
25.040250402504025,332653975113.73395
25.080250802508026,333059822873.71747
25.120251202512026,333465336181.6665
25.160251602516027,333870515313.1977
25.200252002520028,334275360543.70044
25.24025240252403,334679872148.33716
25.280252802528025,335084050402.0435
25.320253202532026,335487895579.5286
25.360253602536027,335891407955.27515
25.400254002540027,336294587803.53937
25.440254402544028,336697435398.35175
25.48025480254803,337099951013.5168
25.52025520255203,337502134922.61334
25.560255602556026,337903987398.99475
25.600256002560027,338305508715.78906
25.640256402564027,338706699145.89923
25.680256802568028,339107558962.00323
25.72025720257203,339508088436.5543
25.76025760257603,339908287841.7812
25.80025800258003,340308157449.6882
25.840258402584023,340707697532.0553
25.880258802588024,341106908360.4388
25.920259202592025,341505790206.1708
25.960259602596025,341904343340.36005
26.000260002600026,342302568033.8916
26.040260402604027,342700464557.42737
26.080260802608024,343098033181.4061
26.120261202612024,343495274176.04376
26.160261602616025,343892187811.3334
26.200262002620025,344288774357.0456
26.240262402624026,344685034082.7286
26.280262802628027,345080967257.7084
26.320263202632027,345476574151.089
26.360263602636024,345871855031.75256
26.400264002640025,346266810168.3598
26.440264402644026,346661439829.3497
26.480264802648026,347055744282.93994
26.520265202652027,347449723797.1275
26.560265602656028,347843378639.6879
26.600266002660028,348236709078.17645
26.640266402664025,348629715379.9274
26.680266802668026,349022397812.05505
26.720267202672026,349414756641.45325
26.760267602676027,349806792134.7959
26.800268002680028,350198504558.537
26.84026840268403,350589894178.911
26.88026880268803,350980961261.93286
26.920269202692026,351371706073.3981
26.960269602696027,351762128878.88324
27.000270002700027,352152229943.74585
27.040270402704028,352542009533.1247
27.08027080270803,352931467911.94
27.12027120271203,353320605344.8935
27.16027160271603,353709422096.46875
27.200272002720027,354097918430.9312
27.240272402724028,354486094612.3286
27.280272802728028,354873950904.4908
27.32027320273203,355261487571.03015
27.36027360273603,355648704875.34174
27.40027400274003,356035603080.60345
27.44027440274403,356422182449.7761
27.480274802748028,356808443245.6039
27.52027520275203,357194385730.6142
27.56027560275603,357580010167.11804
27.60027600276003,357965316817.21
27.64027640276403,358350305942.7688
27.68027680276803,358734977805.4569
27.720277202772028,359119332666.7213
27.76027760277603,359503370787.79333
